ship_week,arrival_week,origin,destination,product,qty,base_lead_time_weeks,ship_week_start
31,32,Factory2,DC_E,Product4,18,1,2025-08-11
31,33,Factory1,DC_E,Product5,38,2,2025-08-11
32,34,Factory1,DC_W,Product1,60,2,2025-08-18
32,33,Factory1,DC_W,Product2,1246,1,2025-08-18
32,34,Factory1,DC_W,Product3,371,2,2025-08-18
32,35,Factory2,DC_W,Product4,148,3,2025-08-18
32,35,Factory1,DC_W,Product5,930,3,2025-08-18
32,34,Factory1,DC_C,Product1,73,2,2025-08-18
32,33,Factory1,DC_C,Product2,170,1,2025-08-18
32,35,Factory1,DC_C,Product3,188,3,2025-08-18
32,35,Factory2,DC_C,Product4,99,3,2025-08-18
32,35,Factory1,DC_C,Product5,241,3,2025-08-18
32,33,Factory1,DC_E,Product1,51,1,2025-08-18
32,34,Factory1,DC_E,Product2,172,2,2025-08-18
32,33,Factory1,DC_E,Product3,44,1,2025-08-18
32,33,Factory2,DC_E,Product4,57,1,2025-08-18
32,34,Factory1,DC_E,Product5,59,2,2025-08-18
33,35,Factory1,DC_W,Product1,45,2,2025-08-25
33,34,Factory1,DC_W,Product2,1246,1,2025-08-25
33,35,Factory1,DC_W,Product3,241,2,2025-08-25
33,36,Factory2,DC_W,Product4,115,3,2025-08-25
33,36,Factory1,DC_W,Product5,886,3,2025-08-25
33,35,Factory1,DC_C,Product1,72,2,2025-08-25
33,34,Factory1,DC_C,Product2,280,1,2025-08-25
33,36,Factory1,DC_C,Product3,93,3,2025-08-25
33,36,Factory2,DC_C,Product4,111,3,2025-08-25
33,36,Factory1,DC_C,Product5,83,3,2025-08-25
33,34,Factory1,DC_E,Product1,84,1,2025-08-25
33,35,Factory1,DC_E,Product2,133,2,2025-08-25
33,34,Factory1,DC_E,Product3,45,1,2025-08-25
33,34,Factory2,DC_E,Product4,88,1,2025-08-25
33,35,Factory1,DC_E,Product5,239,2,2025-08-25
34,36,Factory1,DC_W,Product1,93,2,2025-09-01
34,35,Factory1,DC_W,Product2,1246,1,2025-09-01
34,36,Factory1,DC_W,Product3,135,2,2025-09-01
34,37,Factory2,DC_W,Product4,73,3,2025-09-01
34,37,Factory1,DC_W,Product5,744,3,2025-09-01
34,36,Factory1,DC_C,Product1,60,2,2025-09-01
34,35,Factory1,DC_C,Product2,328,1,2025-09-01
34,37,Factory1,DC_C,Product3,48,3,2025-09-01
34,37,Factory2,DC_C,Product4,37,3,2025-09-01
34,37,Factory1,DC_C,Product5,152,3,2025-09-01
34,35,Factory1,DC_E,Product1,61,1,2025-09-01
34,36,Factory1,DC_E,Product2,88,2,2025-09-01
34,35,Factory1,DC_E,Product3,155,1,2025-09-01
34,35,Factory2,DC_E,Product4,74,1,2025-09-01
34,36,Factory1,DC_E,Product5,59,2,2025-09-01
35,37,Factory1,DC_W,Product1,190,2,2025-09-08
35,36,Factory1,DC_W,Product2,1246,1,2025-09-08
35,37,Factory1,DC_W,Product3,97,2,2025-09-08
35,38,Factory2,DC_W,Product4,87,3,2025-09-08
35,38,Factory1,DC_W,Product5,678,3,2025-09-08
35,37,Factory1,DC_C,Product1,78,2,2025-09-08
35,36,Factory1,DC_C,Product2,157,1,2025-09-08
35,38,Factory1,DC_C,Product3,99,3,2025-09-08
35,38,Factory2,DC_C,Product4,126,3,2025-09-08
35,38,Factory1,DC_C,Product5,143,3,2025-09-08
35,36,Factory1,DC_E,Product1,66,1,2025-09-08
35,37,Factory1,DC_E,Product2,61,2,2025-09-08
35,36,Factory1,DC_E,Product3,84,1,2025-09-08
35,36,Factory2,DC_E,Product4,43,1,2025-09-08
35,37,Factory1,DC_E,Product5,99,2,2025-09-08
36,38,Factory1,DC_W,Product1,252,2,2025-09-15
36,37,Factory1,DC_W,Product2,1246,1,2025-09-15
36,38,Factory1,DC_W,Product3,209,2,2025-09-15
36,39,Factory2,DC_W,Product4,40,3,2025-09-15
36,39,Factory1,DC_W,Product5,868,3,2025-09-15
36,38,Factory1,DC_C,Product1,104,2,2025-09-15
36,37,Factory1,DC_C,Product2,144,1,2025-09-15
36,39,Factory1,DC_C,Product3,146,3,2025-09-15
36,39,Factory2,DC_C,Product4,40,3,2025-09-15
36,39,Factory1,DC_C,Product5,145,3,2025-09-15
36,37,Factory1,DC_E,Product1,78,1,2025-09-15
36,38,Factory1,DC_E,Product2,27,2,2025-09-15
36,37,Factory1,DC_E,Product3,107,1,2025-09-15
36,37,Factory2,DC_E,Product4,89,1,2025-09-15
36,38,Factory1,DC_E,Product5,206,2,2025-09-15
37,39,Factory1,DC_W,Product1,307,2,2025-09-22
37,38,Factory1,DC_W,Product2,1246,1,2025-09-22
37,39,Factory1,DC_W,Product3,205,2,2025-09-22
37,40,Factory2,DC_W,Product4,127,3,2025-09-22
37,40,Factory1,DC_W,Product5,1021,3,2025-09-22
37,39,Factory1,DC_C,Product1,42,2,2025-09-22
37,38,Factory1,DC_C,Product2,158,1,2025-09-22
37,40,Factory1,DC_C,Product3,57,3,2025-09-22
37,40,Factory2,DC_C,Product4,56,3,2025-09-22
37,40,Factory1,DC_C,Product5,232,3,2025-09-22
37,38,Factory1,DC_E,Product1,74,1,2025-09-22
37,39,Factory1,DC_E,Product2,36,2,2025-09-22
37,38,Factory1,DC_E,Product3,76,1,2025-09-22
37,38,Factory2,DC_E,Product4,55,1,2025-09-22
37,39,Factory1,DC_E,Product5,75,2,2025-09-22
38,40,Factory1,DC_W,Product1,254,2,2025-09-29
38,39,Factory1,DC_W,Product2,1246,1,2025-09-29
38,40,Factory1,DC_W,Product3,99,2,2025-09-29
38,41,Factory2,DC_W,Product4,143,3,2025-09-29
38,41,Factory1,DC_W,Product5,602,3,2025-09-29
38,40,Factory1,DC_C,Product1,50,2,2025-09-29
38,39,Factory1,DC_C,Product2,125,1,2025-09-29
38,41,Factory1,DC_C,Product3,148,3,2025-09-29
38,41,Factory2,DC_C,Product4,73,3,2025-09-29
38,41,Factory1,DC_C,Product5,143,3,2025-09-29
38,39,Factory1,DC_E,Product1,44,1,2025-09-29
38,40,Factory1,DC_E,Product2,42,2,2025-09-29
38,39,Factory1,DC_E,Product3,77,1,2025-09-29
38,39,Factory2,DC_E,Product4,96,1,2025-09-29
38,40,Factory1,DC_E,Product5,186,2,2025-09-29
39,41,Factory1,DC_W,Product1,79,2,2025-10-06
39,40,Factory1,DC_W,Product2,1246,1,2025-10-06
39,41,Factory1,DC_W,Product3,111,2,2025-10-06
39,42,Factory2,DC_W,Product4,56,3,2025-10-06
39,42,Factory1,DC_W,Product5,600,3,2025-10-06
39,41,Factory1,DC_C,Product1,116,2,2025-10-06
39,40,Factory1,DC_C,Product2,95,1,2025-10-06
39,42,Factory1,DC_C,Product3,52,3,2025-10-06
39,42,Factory2,DC_C,Product4,89,3,2025-10-06
39,42,Factory1,DC_C,Product5,165,3,2025-10-06
39,40,Factory1,DC_E,Product1,61,1,2025-10-06
39,41,Factory1,DC_E,Product2,149,2,2025-10-06
39,40,Factory1,DC_E,Product3,105,1,2025-10-06
39,40,Factory2,DC_E,Product4,95,1,2025-10-06
39,41,Factory1,DC_E,Product5,56,2,2025-10-06
40,42,Factory1,DC_W,Product1,68,2,2025-10-13
40,41,Factory1,DC_W,Product2,1246,1,2025-10-13
40,42,Factory1,DC_W,Product3,121,2,2025-10-13
40,43,Factory2,DC_W,Product4,80,3,2025-10-13
40,43,Factory1,DC_W,Product5,630,3,2025-10-13
40,42,Factory1,DC_C,Product1,58,2,2025-10-13
40,41,Factory1,DC_C,Product2,231,1,2025-10-13
40,43,Factory1,DC_C,Product3,86,3,2025-10-13
40,43,Factory2,DC_C,Product4,57,3,2025-10-13
40,43,Factory1,DC_C,Product5,49,3,2025-10-13
40,41,Factory1,DC_E,Product1,91,1,2025-10-13
40,42,Factory1,DC_E,Product2,29,2,2025-10-13
40,41,Factory1,DC_E,Product3,47,1,2025-10-13
40,41,Factory2,DC_E,Product4,85,1,2025-10-13
40,42,Factory1,DC_E,Product5,101,2,2025-10-13
41,43,Factory1,DC_W,Product1,114,2,2025-10-20
41,42,Factory1,DC_W,Product2,1246,1,2025-10-20
41,43,Factory1,DC_W,Product3,54,2,2025-10-20
41,44,Factory2,DC_W,Product4,91,3,2025-10-20
41,44,Factory1,DC_W,Product5,269,3,2025-10-20
41,43,Factory1,DC_C,Product1,113,2,2025-10-20
41,42,Factory1,DC_C,Product2,241,1,2025-10-20
41,44,Factory1,DC_C,Product3,167,3,2025-10-20
41,44,Factory2,DC_C,Product4,100,3,2025-10-20
41,44,Factory1,DC_C,Product5,155,3,2025-10-20
41,42,Factory1,DC_E,Product1,33,1,2025-10-20
41,43,Factory1,DC_E,Product2,125,2,2025-10-20
41,42,Factory1,DC_E,Product3,77,1,2025-10-20
41,42,Factory2,DC_E,Product4,41,1,2025-10-20
41,43,Factory1,DC_E,Product5,59,2,2025-10-20
42,44,Factory1,DC_W,Product1,71,2,2025-10-27
42,43,Factory1,DC_W,Product2,1246,1,2025-10-27
42,44,Factory1,DC_W,Product3,156,2,2025-10-27
42,45,Factory2,DC_W,Product4,120,3,2025-10-27
42,45,Factory1,DC_W,Product5,178,3,2025-10-27
42,44,Factory1,DC_C,Product1,46,2,2025-10-27
42,43,Factory1,DC_C,Product2,250,1,2025-10-27
42,45,Factory1,DC_C,Product3,153,3,2025-10-27
42,45,Factory2,DC_C,Product4,79,3,2025-10-27
42,45,Factory1,DC_C,Product5,52,3,2025-10-27
42,43,Factory1,DC_E,Product1,82,1,2025-10-27
42,44,Factory1,DC_E,Product2,80,2,2025-10-27
42,43,Factory1,DC_E,Product3,65,1,2025-10-27
42,43,Factory2,DC_E,Product4,40,1,2025-10-27
42,44,Factory1,DC_E,Product5,94,2,2025-10-27
43,45,Factory1,DC_W,Product1,108,2,2025-11-03
43,44,Factory1,DC_W,Product2,1246,1,2025-11-03
43,45,Factory1,DC_W,Product3,238,2,2025-11-03
43,46,Factory2,DC_W,Product4,101,3,2025-11-03
43,46,Factory1,DC_W,Product5,133,3,2025-11-03
43,45,Factory1,DC_C,Product1,75,2,2025-11-03
43,44,Factory1,DC_C,Product2,163,1,2025-11-03
43,46,Factory1,DC_C,Product3,67,3,2025-11-03
43,46,Factory2,DC_C,Product4,98,3,2025-11-03
43,46,Factory1,DC_C,Product5,93,3,2025-11-03
43,44,Factory1,DC_E,Product1,86,1,2025-11-03
43,45,Factory1,DC_E,Product2,61,2,2025-11-03
43,44,Factory1,DC_E,Product3,57,1,2025-11-03
43,44,Factory2,DC_E,Product4,61,1,2025-11-03
43,45,Factory1,DC_E,Product5,74,2,2025-11-03
44,46,Factory1,DC_W,Product1,140,2,2025-11-10
44,45,Factory1,DC_W,Product2,1246,1,2025-11-10
44,46,Factory1,DC_W,Product3,260,2,2025-11-10
44,47,Factory2,DC_W,Product4,197,3,2025-11-10
44,47,Factory1,DC_W,Product5,46,3,2025-11-10
44,46,Factory1,DC_C,Product1,72,2,2025-11-10
44,45,Factory1,DC_C,Product2,166,1,2025-11-10
44,47,Factory1,DC_C,Product3,79,3,2025-11-10
44,47,Factory2,DC_C,Product4,111,3,2025-11-10
44,47,Factory1,DC_C,Product5,169,3,2025-11-10
44,45,Factory1,DC_E,Product1,72,1,2025-11-10
44,46,Factory1,DC_E,Product2,116,2,2025-11-10
44,45,Factory1,DC_E,Product3,52,1,2025-11-10
44,45,Factory2,DC_E,Product4,54,1,2025-11-10
44,46,Factory1,DC_E,Product5,128,2,2025-11-10
45,47,Factory1,DC_W,Product1,38,2,2025-11-17
45,46,Factory1,DC_W,Product2,1246,1,2025-11-17
45,47,Factory1,DC_W,Product3,100,2,2025-11-17
45,48,Factory2,DC_W,Product4,132,3,2025-11-17
45,48,Factory1,DC_W,Product5,197,3,2025-11-17
45,47,Factory1,DC_C,Product1,87,2,2025-11-17
45,46,Factory1,DC_C,Product2,344,1,2025-11-17
45,48,Factory1,DC_C,Product3,115,3,2025-11-17
45,48,Factory2,DC_C,Product4,58,3,2025-11-17
45,48,Factory1,DC_C,Product5,239,3,2025-11-17
45,46,Factory1,DC_E,Product1,133,1,2025-11-17
45,47,Factory1,DC_E,Product2,141,2,2025-11-17
45,46,Factory1,DC_E,Product3,105,1,2025-11-17
45,46,Factory2,DC_E,Product4,112,1,2025-11-17
45,47,Factory1,DC_E,Product5,183,2,2025-11-17
46,48,Factory1,DC_W,Product1,77,2,2025-11-24
46,47,Factory1,DC_W,Product2,1246,1,2025-11-24
46,48,Factory1,DC_W,Product3,162,2,2025-11-24
46,49,Factory2,DC_W,Product4,186,3,2025-11-24
46,49,Factory1,DC_W,Product5,284,3,2025-11-24
46,48,Factory1,DC_C,Product1,56,2,2025-11-24
46,47,Factory1,DC_C,Product2,441,1,2025-11-24
46,49,Factory1,DC_C,Product3,80,3,2025-11-24
46,49,Factory2,DC_C,Product4,101,3,2025-11-24
46,49,Factory1,DC_C,Product5,140,3,2025-11-24
46,47,Factory1,DC_E,Product1,60,1,2025-11-24
46,48,Factory1,DC_E,Product2,168,2,2025-11-24
46,47,Factory1,DC_E,Product3,68,1,2025-11-24
46,47,Factory2,DC_E,Product4,76,1,2025-11-24
46,48,Factory1,DC_E,Product5,80,2,2025-11-24
47,49,Factory1,DC_W,Product1,58,2,2025-12-01
47,48,Factory1,DC_W,Product2,1246,1,2025-12-01
47,49,Factory1,DC_W,Product3,118,2,2025-12-01
47,50,Factory2,DC_W,Product4,136,3,2025-12-01
47,50,Factory1,DC_W,Product5,308,3,2025-12-01
47,49,Factory1,DC_C,Product1,72,2,2025-12-01
47,48,Factory1,DC_C,Product2,196,1,2025-12-01
47,50,Factory1,DC_C,Product3,71,3,2025-12-01
47,50,Factory2,DC_C,Product4,67,3,2025-12-01
47,50,Factory1,DC_C,Product5,60,3,2025-12-01
47,48,Factory1,DC_E,Product1,66,1,2025-12-01
47,49,Factory1,DC_E,Product2,120,2,2025-12-01
47,48,Factory1,DC_E,Product3,53,1,2025-12-01
47,48,Factory2,DC_E,Product4,137,1,2025-12-01
47,49,Factory1,DC_E,Product5,167,2,2025-12-01
48,50,Factory1,DC_W,Product1,124,2,2025-12-08
48,49,Factory1,DC_W,Product2,1246,1,2025-12-08
48,50,Factory1,DC_W,Product3,49,2,2025-12-08
48,51,Factory2,DC_W,Product4,138,3,2025-12-08
48,51,Factory1,DC_W,Product5,177,3,2025-12-08
48,50,Factory1,DC_C,Product1,39,2,2025-12-08
48,49,Factory1,DC_C,Product2,187,1,2025-12-08
48,51,Factory1,DC_C,Product3,114,3,2025-12-08
48,51,Factory2,DC_C,Product4,88,3,2025-12-08
48,51,Factory1,DC_C,Product5,97,3,2025-12-08
48,49,Factory1,DC_E,Product1,125,1,2025-12-08
48,50,Factory1,DC_E,Product2,149,2,2025-12-08
48,49,Factory1,DC_E,Product3,148,1,2025-12-08
48,49,Factory2,DC_E,Product4,65,1,2025-12-08
48,50,Factory1,DC_E,Product5,120,2,2025-12-08
49,51,Factory1,DC_W,Product1,79,2,2025-12-15
49,50,Factory1,DC_W,Product2,1246,1,2025-12-15
49,51,Factory1,DC_W,Product3,104,2,2025-12-15
49,52,Factory2,DC_W,Product4,143,3,2025-12-15
49,52,Factory1,DC_W,Product5,162,3,2025-12-15
49,51,Factory1,DC_C,Product1,81,2,2025-12-15
49,50,Factory1,DC_C,Product2,267,1,2025-12-15
49,52,Factory1,DC_C,Product3,72,3,2025-12-15
49,52,Factory2,DC_C,Product4,76,3,2025-12-15
49,52,Factory1,DC_C,Product5,67,3,2025-12-15
49,50,Factory1,DC_E,Product1,64,1,2025-12-15
49,51,Factory1,DC_E,Product2,127,2,2025-12-15
49,50,Factory1,DC_E,Product3,102,1,2025-12-15
49,50,Factory2,DC_E,Product4,94,1,2025-12-15
49,51,Factory1,DC_E,Product5,127,2,2025-12-15
50,52,Factory1,DC_W,Product1,26,2,2025-12-22
50,51,Factory1,DC_W,Product2,1246,1,2025-12-22
50,52,Factory1,DC_W,Product3,244,2,2025-12-22
50,53,Factory2,DC_W,Product4,198,3,2025-12-22
50,53,Factory1,DC_W,Product5,82,3,2025-12-22
50,52,Factory1,DC_C,Product1,169,2,2025-12-22
50,51,Factory1,DC_C,Product2,277,1,2025-12-22
50,53,Factory1,DC_C,Product3,89,3,2025-12-22
50,53,Factory2,DC_C,Product4,137,3,2025-12-22
50,53,Factory1,DC_C,Product5,186,3,2025-12-22
50,51,Factory1,DC_E,Product1,110,1,2025-12-22
50,52,Factory1,DC_E,Product2,137,2,2025-12-22
50,51,Factory1,DC_E,Product3,51,1,2025-12-22
50,51,Factory2,DC_E,Product4,53,1,2025-12-22
50,52,Factory1,DC_E,Product5,119,2,2025-12-22
51,53,Factory1,DC_W,Product1,67,2,2025-12-29
51,52,Factory1,DC_W,Product2,1246,1,2025-12-29
51,53,Factory1,DC_W,Product3,128,2,2025-12-29
51,54,Factory2,DC_W,Product4,229,3,2025-12-29
51,54,Factory1,DC_W,Product5,181,3,2025-12-29
51,53,Factory1,DC_C,Product1,126,2,2025-12-29
51,52,Factory1,DC_C,Product2,322,1,2025-12-29
51,54,Factory1,DC_C,Product3,37,3,2025-12-29
51,54,Factory2,DC_C,Product4,59,3,2025-12-29
51,54,Factory1,DC_C,Product5,237,3,2025-12-29
51,52,Factory1,DC_E,Product1,61,1,2025-12-29
51,53,Factory1,DC_E,Product2,134,2,2025-12-29
51,52,Factory1,DC_E,Product3,93,1,2025-12-29
51,52,Factory2,DC_E,Product4,267,1,2025-12-29
51,53,Factory1,DC_E,Product5,93,2,2025-12-29
52,54,Factory1,DC_W,Product1,130,2,2026-01-05
52,53,Factory1,DC_W,Product2,1246,1,2026-01-05
52,54,Factory1,DC_W,Product3,187,2,2026-01-05
52,55,Factory2,DC_W,Product4,222,3,2026-01-05
52,55,Factory1,DC_W,Product5,289,3,2026-01-05
52,54,Factory1,DC_C,Product1,36,2,2026-01-05
52,53,Factory1,DC_C,Product2,96,1,2026-01-05
52,55,Factory1,DC_C,Product3,97,3,2026-01-05
52,55,Factory2,DC_C,Product4,62,3,2026-01-05
52,55,Factory1,DC_C,Product5,50,3,2026-01-05
52,53,Factory1,DC_E,Product1,67,1,2026-01-05
52,54,Factory1,DC_E,Product2,171,2,2026-01-05
52,53,Factory1,DC_E,Product3,74,1,2026-01-05
52,53,Factory2,DC_E,Product4,65,1,2026-01-05
52,54,Factory1,DC_E,Product5,107,2,2026-01-05
53,55,Factory1,DC_W,Product1,215,2,2026-01-12
53,54,Factory1,DC_W,Product2,1246,1,2026-01-12
53,55,Factory1,DC_W,Product3,185,2,2026-01-12
53,56,Factory2,DC_W,Product4,246,3,2026-01-12
53,56,Factory1,DC_W,Product5,133,3,2026-01-12
53,55,Factory1,DC_C,Product1,71,2,2026-01-12
53,54,Factory1,DC_C,Product2,105,1,2026-01-12
53,56,Factory1,DC_C,Product3,91,3,2026-01-12
53,56,Factory2,DC_C,Product4,93,3,2026-01-12
53,56,Factory1,DC_C,Product5,131,3,2026-01-12
53,54,Factory1,DC_E,Product1,131,1,2026-01-12
53,55,Factory1,DC_E,Product2,232,2,2026-01-12
53,54,Factory1,DC_E,Product3,120,1,2026-01-12
53,54,Factory2,DC_E,Product4,121,1,2026-01-12
53,55,Factory1,DC_E,Product5,94,2,2026-01-12
54,56,Factory1,DC_W,Product1,183,2,2026-01-19
54,55,Factory1,DC_W,Product2,1246,1,2026-01-19
54,56,Factory1,DC_W,Product3,382,2,2026-01-19
54,57,Factory2,DC_W,Product4,103,3,2026-01-19
54,57,Factory1,DC_W,Product5,47,3,2026-01-19
54,56,Factory1,DC_C,Product1,55,2,2026-01-19
54,55,Factory1,DC_C,Product2,150,1,2026-01-19
54,57,Factory1,DC_C,Product3,104,3,2026-01-19
54,57,Factory2,DC_C,Product4,147,3,2026-01-19
54,57,Factory1,DC_C,Product5,88,3,2026-01-19
54,55,Factory1,DC_E,Product1,70,1,2026-01-19
54,56,Factory1,DC_E,Product2,169,2,2026-01-19
54,55,Factory1,DC_E,Product3,115,1,2026-01-19
54,55,Factory2,DC_E,Product4,71,1,2026-01-19
54,56,Factory1,DC_E,Product5,180,2,2026-01-19
55,57,Factory1,DC_W,Product1,45,2,2026-01-26
55,56,Factory1,DC_W,Product2,1246,1,2026-01-26
55,57,Factory1,DC_W,Product3,402,2,2026-01-26
55,58,Factory2,DC_W,Product4,120,3,2026-01-26
55,58,Factory1,DC_W,Product5,226,3,2026-01-26
55,57,Factory1,DC_C,Product1,97,2,2026-01-26
55,56,Factory1,DC_C,Product2,131,1,2026-01-26
55,58,Factory1,DC_C,Product3,80,3,2026-01-26
55,58,Factory2,DC_C,Product4,51,3,2026-01-26
55,58,Factory1,DC_C,Product5,70,3,2026-01-26
55,56,Factory1,DC_E,Product1,68,1,2026-01-26
55,57,Factory1,DC_E,Product2,243,2,2026-01-26
55,56,Factory1,DC_E,Product3,158,1,2026-01-26
55,56,Factory2,DC_E,Product4,139,1,2026-01-26
55,57,Factory1,DC_E,Product5,122,2,2026-01-26
56,58,Factory1,DC_W,Product1,268,2,2026-02-02
56,57,Factory1,DC_W,Product2,1246,1,2026-02-02
56,58,Factory1,DC_W,Product3,286,2,2026-02-02
56,59,Factory2,DC_W,Product4,146,3,2026-02-02
56,59,Factory1,DC_W,Product5,213,3,2026-02-02
56,58,Factory1,DC_C,Product1,58,2,2026-02-02
56,57,Factory1,DC_C,Product2,224,1,2026-02-02
56,59,Factory1,DC_C,Product3,121,3,2026-02-02
56,59,Factory2,DC_C,Product4,72,3,2026-02-02
56,59,Factory1,DC_C,Product5,64,3,2026-02-02
56,57,Factory1,DC_E,Product1,70,1,2026-02-02
56,58,Factory1,DC_E,Product2,309,2,2026-02-02
56,57,Factory1,DC_E,Product3,70,1,2026-02-02
56,57,Factory2,DC_E,Product4,77,1,2026-02-02
56,58,Factory1,DC_E,Product5,167,2,2026-02-02
57,59,Factory1,DC_W,Product1,187,2,2026-02-09
57,58,Factory1,DC_W,Product2,1246,1,2026-02-09
57,59,Factory1,DC_W,Product3,179,2,2026-02-09
57,60,Factory2,DC_W,Product4,102,3,2026-02-09
57,60,Factory1,DC_W,Product5,114,3,2026-02-09
57,59,Factory1,DC_C,Product1,132,2,2026-02-09
57,58,Factory1,DC_C,Product2,353,1,2026-02-09
57,60,Factory1,DC_C,Product3,116,3,2026-02-09
57,60,Factory2,DC_C,Product4,94,3,2026-02-09
57,60,Factory1,DC_C,Product5,94,3,2026-02-09
57,58,Factory1,DC_E,Product1,77,1,2026-02-09
57,59,Factory1,DC_E,Product2,126,2,2026-02-09
57,58,Factory1,DC_E,Product3,93,1,2026-02-09
57,58,Factory2,DC_E,Product4,116,1,2026-02-09
57,59,Factory1,DC_E,Product5,179,2,2026-02-09
58,60,Factory1,DC_W,Product1,105,2,2026-02-16
58,59,Factory1,DC_W,Product2,1246,1,2026-02-16
58,60,Factory1,DC_W,Product3,136,2,2026-02-16
58,61,Factory2,DC_W,Product4,121,3,2026-02-16
58,61,Factory1,DC_W,Product5,131,3,2026-02-16
58,60,Factory1,DC_C,Product1,74,2,2026-02-16
58,59,Factory1,DC_C,Product2,498,1,2026-02-16
58,61,Factory1,DC_C,Product3,84,3,2026-02-16
58,61,Factory2,DC_C,Product4,138,3,2026-02-16
58,61,Factory1,DC_C,Product5,122,3,2026-02-16
58,59,Factory1,DC_E,Product1,108,1,2026-02-16
58,60,Factory1,DC_E,Product2,50,2,2026-02-16
58,59,Factory1,DC_E,Product3,161,1,2026-02-16
58,59,Factory2,DC_E,Product4,66,1,2026-02-16
58,60,Factory1,DC_E,Product5,156,2,2026-02-16
59,61,Factory1,DC_W,Product1,133,2,2026-02-23
59,60,Factory1,DC_W,Product2,1246,1,2026-02-23
59,61,Factory1,DC_W,Product3,45,2,2026-02-23
59,62,Factory2,DC_W,Product4,166,3,2026-02-23
59,62,Factory1,DC_W,Product5,182,3,2026-02-23
59,61,Factory1,DC_C,Product1,82,2,2026-02-23
59,60,Factory1,DC_C,Product2,113,1,2026-02-23
59,62,Factory1,DC_C,Product3,116,3,2026-02-23
59,62,Factory2,DC_C,Product4,84,3,2026-02-23
59,62,Factory1,DC_C,Product5,196,3,2026-02-23
59,60,Factory1,DC_E,Product1,86,1,2026-02-23
59,61,Factory1,DC_E,Product2,197,2,2026-02-23
59,60,Factory1,DC_E,Product3,133,1,2026-02-23
59,60,Factory2,DC_E,Product4,84,1,2026-02-23
59,61,Factory1,DC_E,Product5,92,2,2026-02-23
60,62,Factory1,DC_W,Product1,227,2,2026-03-02
60,61,Factory1,DC_W,Product2,1246,1,2026-03-02
60,62,Factory1,DC_W,Product3,91,2,2026-03-02
60,63,Factory2,DC_W,Product4,127,3,2026-03-02
60,63,Factory1,DC_W,Product5,355,3,2026-03-02
60,62,Factory1,DC_C,Product1,68,2,2026-03-02
60,61,Factory1,DC_C,Product2,369,1,2026-03-02
60,63,Factory1,DC_C,Product3,130,3,2026-03-02
60,63,Factory2,DC_C,Product4,73,3,2026-03-02
60,63,Factory1,DC_C,Product5,71,3,2026-03-02
60,61,Factory1,DC_E,Product1,94,1,2026-03-02
60,62,Factory1,DC_E,Product2,119,2,2026-03-02
60,61,Factory1,DC_E,Product3,131,1,2026-03-02
60,61,Factory2,DC_E,Product4,101,1,2026-03-02
60,62,Factory1,DC_E,Product5,137,2,2026-03-02
61,63,Factory1,DC_W,Product1,115,2,2026-03-09
61,62,Factory1,DC_W,Product2,1246,1,2026-03-09
61,63,Factory1,DC_W,Product3,242,2,2026-03-09
61,64,Factory2,DC_W,Product4,90,3,2026-03-09
61,64,Factory1,DC_W,Product5,422,3,2026-03-09
61,63,Factory1,DC_C,Product1,38,2,2026-03-09
61,62,Factory1,DC_C,Product2,265,1,2026-03-09
61,64,Factory1,DC_C,Product3,65,3,2026-03-09
61,64,Factory2,DC_C,Product4,108,3,2026-03-09
61,64,Factory1,DC_C,Product5,144,3,2026-03-09
61,62,Factory1,DC_E,Product1,62,1,2026-03-09
61,63,Factory1,DC_E,Product2,139,2,2026-03-09
61,62,Factory1,DC_E,Product3,55,1,2026-03-09
61,62,Factory2,DC_E,Product4,179,1,2026-03-09
61,63,Factory1,DC_E,Product5,87,2,2026-03-09
62,64,Factory1,DC_W,Product1,72,2,2026-03-16
62,63,Factory1,DC_W,Product2,1246,1,2026-03-16
62,64,Factory1,DC_W,Product3,426,2,2026-03-16
62,65,Factory2,DC_W,Product4,108,3,2026-03-16
62,65,Factory1,DC_W,Product5,549,3,2026-03-16
62,64,Factory1,DC_C,Product1,140,2,2026-03-16
62,63,Factory1,DC_C,Product2,285,1,2026-03-16
62,65,Factory1,DC_C,Product3,79,3,2026-03-16
62,65,Factory2,DC_C,Product4,48,3,2026-03-16
62,65,Factory1,DC_C,Product5,138,3,2026-03-16
62,63,Factory1,DC_E,Product1,150,1,2026-03-16
62,64,Factory1,DC_E,Product2,109,2,2026-03-16
62,63,Factory1,DC_E,Product3,143,1,2026-03-16
62,63,Factory2,DC_E,Product4,123,1,2026-03-16
62,64,Factory1,DC_E,Product5,111,2,2026-03-16
63,65,Factory1,DC_W,Product1,70,2,2026-03-23
63,64,Factory1,DC_W,Product2,1246,1,2026-03-23
63,65,Factory1,DC_W,Product3,435,2,2026-03-23
63,66,Factory2,DC_W,Product4,112,3,2026-03-23
63,66,Factory1,DC_W,Product5,708,3,2026-03-23
63,65,Factory1,DC_C,Product1,140,2,2026-03-23
63,64,Factory1,DC_C,Product2,26,1,2026-03-23
63,66,Factory1,DC_C,Product3,130,3,2026-03-23
63,66,Factory2,DC_C,Product4,82,3,2026-03-23
63,66,Factory1,DC_C,Product5,79,3,2026-03-23
63,64,Factory1,DC_E,Product1,74,1,2026-03-23
63,65,Factory1,DC_E,Product2,289,2,2026-03-23
63,64,Factory1,DC_E,Product3,152,1,2026-03-23
