week,week_start,region,product,demand
53,2026-01-12,East,Product4,121
53,2026-01-12,West,Product5,133
53,2026-01-12,Central,Product5,131
53,2026-01-12,East,Product5,94
54,2026-01-19,West,Product1,151
54,2026-01-19,Central,Product1,55
54,2026-01-19,East,Product1,70
54,2026-01-19,West,Product2,271
54,2026-01-19,Central,Product2,150
54,2026-01-19,East,Product2,169
54,2026-01-19,West,Product3,197
54,2026-01-19,Central,Product3,101
54,2026-01-19,East,Product3,115
54,2026-01-19,West,Product4,103
54,2026-01-19,Central,Product4,147
54,2026-01-19,East,Product4,71
54,2026-01-19,West,Product5,47
54,2026-01-19,Central,Product5,88
54,2026-01-19,East,Product5,180
55,2026-01-26,West,Product1,45
55,2026-01-26,Central,Product1,97
55,2026-01-26,East,Product1,68
55,2026-01-26,West,Product2,297
55,2026-01-26,Central,Product2,131
55,2026-01-26,East,Product2,243
55,2026-01-26,West,Product3,141
55,2026-01-26,Central,Product3,80
55,2026-01-26,East,Product3,158
55,2026-01-26,West,Product4,120
55,2026-01-26,Central,Product4,51
55,2026-01-26,East,Product4,139
55,2026-01-26,West,Product5,179
55,2026-01-26,Central,Product5,61
55,2026-01-26,East,Product5,122
56,2026-02-02,West,Product1,268
56,2026-02-02,Central,Product1,58
56,2026-02-02,East,Product1,70
56,2026-02-02,West,Product2,127
56,2026-02-02,Central,Product2,170
56,2026-02-02,East,Product2,309
56,2026-02-02,West,Product3,92
56,2026-02-02,Central,Product3,121
56,2026-02-02,East,Product3,70
56,2026-02-02,West,Product4,146
56,2026-02-02,Central,Product4,72
56,2026-02-02,East,Product4,77
56,2026-02-02,West,Product5,213
56,2026-02-02,Central,Product5,64
56,2026-02-02,East,Product5,167
57,2026-02-09,West,Product1,109
57,2026-02-09,Central,Product1,132
57,2026-02-09,East,Product1,77
57,2026-02-09,West,Product2,285
57,2026-02-09,Central,Product2,161
57,2026-02-09,East,Product2,126
57,2026-02-09,West,Product3,179
57,2026-02-09,Central,Product3,116
57,2026-02-09,East,Product3,93
57,2026-02-09,West,Product4,102
57,2026-02-09,Central,Product4,94
57,2026-02-09,East,Product4,116
57,2026-02-09,West,Product5,114
57,2026-02-09,Central,Product5,94
57,2026-02-09,East,Product5,179
58,2026-02-16,West,Product1,105
58,2026-02-16,Central,Product1,74
58,2026-02-16,East,Product1,108
58,2026-02-16,West,Product2,152
58,2026-02-16,Central,Product2,244
58,2026-02-16,East,Product2,50
58,2026-02-16,West,Product3,57
58,2026-02-16,Central,Product3,84
58,2026-02-16,East,Product3,161
58,2026-02-16,West,Product4,121
58,2026-02-16,Central,Product4,138
58,2026-02-16,East,Product4,66
58,2026-02-16,West,Product5,131
58,2026-02-16,Central,Product5,122
58,2026-02-16,East,Product5,156
59,2026-02-23,West,Product1,133
59,2026-02-23,Central,Product1,82
59,2026-02-23,East,Product1,86
59,2026-02-23,West,Product2,159
59,2026-02-23,Central,Product2,104
59,2026-02-23,East,Product2,197
59,2026-02-23,West,Product3,45
59,2026-02-23,Central,Product3,116
59,2026-02-23,East,Product3,133
59,2026-02-23,West,Product4,166
59,2026-02-23,Central,Product4,84
59,2026-02-23,East,Product4,84
59,2026-02-23,West,Product5,151
59,2026-02-23,Central,Product5,196
59,2026-02-23,East,Product5,92
60,2026-03-02,West,Product1,94
60,2026-03-02,Central,Product1,52
60,2026-03-02,East,Product1,94
60,2026-03-02,West,Product2,93
60,2026-03-02,Central,Product2,269
60,2026-03-02,East,Product2,119
60,2026-03-02,West,Product3,91
60,2026-03-02,Central,Product3,130
60,2026-03-02,East,Product3,131
60,2026-03-02,West,Product4,127
60,2026-03-02,Central,Product4,73
60,2026-03-02,East,Product4,101
60,2026-03-02,West,Product5,173
60,2026-03-02,Central,Product5,43
60,2026-03-02,East,Product5,137
61,2026-03-09,West,Product1,115
61,2026-03-09,Central,Product1,38
61,2026-03-09,East,Product1,62
61,2026-03-09,West,Product2,60
61,2026-03-09,Central,Product2,193
61,2026-03-09,East,Product2,139
61,2026-03-09,West,Product3,151
61,2026-03-09,Central,Product3,44
61,2026-03-09,East,Product3,55
61,2026-03-09,West,Product4,90
61,2026-03-09,Central,Product4,108
61,2026-03-09,East,Product4,179
61,2026-03-09,West,Product5,147
61,2026-03-09,Central,Product5,144
61,2026-03-09,East,Product5,87
62,2026-03-16,West,Product1,72
62,2026-03-16,Central,Product1,140
62,2026-03-16,East,Product1,150
62,2026-03-16,West,Product2,158
62,2026-03-16,Central,Product2,285
62,2026-03-16,East,Product2,109
62,2026-03-16,West,Product3,203
62,2026-03-16,Central,Product3,79
62,2026-03-16,East,Product3,143
62,2026-03-16,West,Product4,108
62,2026-03-16,Central,Product4,48
62,2026-03-16,East,Product4,123
62,2026-03-16,West,Product5,127
62,2026-03-16,Central,Product5,125
62,2026-03-16,East,Product5,111
63,2026-03-23,West,Product1,70
63,2026-03-23,Central,Product1,140
63,2026-03-23,East,Product1,74
63,2026-03-23,West,Product2,273
63,2026-03-23,Central,Product2,26
63,2026-03-23,East,Product2,289
63,2026-03-23,West,Product3,63
63,2026-03-23,Central,Product3,130
63,2026-03-23,East,Product3,152
63,2026-03-23,West,Product4,112
63,2026-03-23,Central,Product4,82
63,2026-03-23,East,Product4,96
63,2026-03-23,West,Product5,229
63,2026-03-23,Central,Product5,79
63,2026-03-23,East,Product5,45
64,2026-03-30,West,Product1,59
64,2026-03-30,Central,Product1,54
64,2026-03-30,East,Product1,101
64,2026-03-30,West,Product2,212
64,2026-03-30,Central,Product2,127
64,2026-03-30,East,Product2,163
64,2026-03-30,West,Product3,191
64,2026-03-30,Central,Product3,113
64,2026-03-30,East,Product3,35
64,2026-03-30,West,Product4,93
64,2026-03-30,Central,Product4,111
64,2026-03-30,East,Product4,136
64,2026-03-30,West,Product5,64
64,2026-03-30,Central,Product5,137
64,2026-03-30,East,Product5,129
65,2026-04-06,West,Product1,128
65,2026-04-06,Central,Product1,83
65,2026-04-06,East,Product1,118
65,2026-04-06,West,Product2,145
65,2026-04-06,Central,Product2,176
65,2026-04-06,East,Product2,221
65,2026-04-06,West,Product3,144
65,2026-04-06,Central,Product3,71
65,2026-04-06,East,Product3,133
65,2026-04-06,West,Product4,143
65,2026-04-06,Central,Product4,74
65,2026-04-06,East,Product4,166
65,2026-04-06,West,Product5,143
65,2026-04-06,Central,Product5,114
65,2026-04-06,East,Product5,121
66,2026-04-13,West,Product1,69
66,2026-04-13,Central,Product1,71
66,2026-04-13,East,Product1,166
66,2026-04-13,West,Product2,167
66,2026-04-13,Central,Product2,200
66,2026-04-13,East,Product2,148
66,2026-04-13,West,Product3,169
66,2026-04-13,Central,Product3,87
66,2026-04-13,East,Product3,68
66,2026-04-13,West,Product4,126
66,2026-04-13,Central,Product4,92
66,2026-04-13,East,Product4,100
66,2026-04-13,West,Product5,226
66,2026-04-13,Central,Product5,97
66,2026-04-13,East,Product5,60
67,2026-04-20,West,Product1,131
67,2026-04-20,Central,Product1,81
67,2026-04-20,East,Product1,115
67,2026-04-20,West,Product2,253
67,2026-04-20,Central,Product2,160
67,2026-04-20,East,Product2,155
67,2026-04-20,West,Product3,198
67,2026-04-20,Central,Product3,162
67,2026-04-20,East,Product3,42
67,2026-04-20,West,Product4,154
67,2026-04-20,Central,Product4,92
67,2026-04-20,East,Product4,53
67,2026-04-20,West,Product5,223
67,2026-04-20,Central,Product5,122
67,2026-04-20,East,Product5,79
68,2026-04-27,West,Product1,42
68,2026-04-27,Central,Product1,151
68,2026-04-27,East,Product1,121
68,2026-04-27,West,Product2,288
68,2026-04-27,Central,Product2,295
68,2026-04-27,East,Product2,156
68,2026-04-27,West,Product3,162
68,2026-04-27,Central,Product3,95
68,2026-04-27,East,Product3,130
68,2026-04-27,West,Product4,142
68,2026-04-27,Central,Product4,51
68,2026-04-27,East,Product4,169
68,2026-04-27,West,Product5,183
68,2026-04-27,Central,Product5,151
68,2026-04-27,East,Product5,98
69,2026-05-04,West,Product1,48
69,2026-05-04,Central,Product1,69
69,2026-05-04,East,Product1,196
69,2026-05-04,West,Product2,165
69,2026-05-04,Central,Product2,200
69,2026-05-04,East,Product2,75
69,2026-05-04,West,Product3,46
69,2026-05-04,Central,Product3,180
69,2026-05-04,East,Product3,64
69,2026-05-04,West,Product4,163
69,2026-05-04,Central,Product4,67
69,2026-05-04,East,Product4,141
69,2026-05-04,West,Product5,209
69,2026-05-04,Central,Product5,88
69,2026-05-04,East,Product5,219
70,2026-05-11,West,Product1,80
70,2026-05-11,Central,Product1,93
70,2026-05-11,East,Product1,89
70,2026-05-11,West,Product2,88
70,2026-05-11,Central,Product2,245
70,2026-05-11,East,Product2,90
70,2026-05-11,West,Product3,84
70,2026-05-11,Central,Product3,151
70,2026-05-11,East,Product3,69
70,2026-05-11,West,Product4,117
70,2026-05-11,Central,Product4,133
70,2026-05-11,East,Product4,76
70,2026-05-11,West,Product5,91
70,2026-05-11,Central,Product5,142
70,2026-05-11,East,Product5,175
71,2026-05-18,West,Product1,75
71,2026-05-18,Central,Product1,46
71,2026-05-18,East,Product1,154
71,2026-05-18,West,Product2,153
71,2026-05-18,Central,Product2,108
71,2026-05-18,East,Product2,259
71,2026-05-18,West,Product3,142
71,2026-05-18,Central,Product3,74
71,2026-05-18,East,Product3,53
71,2026-05-18,West,Product4,132
71,2026-05-18,Central,Product4,127
71,2026-05-18,East,Product4,72
71,2026-05-18,West,Product5,107
71,2026-05-18,Central,Product5,72
71,2026-05-18,East,Product5,146
72,2026-05-25,West,Product1,65
72,2026-05-25,Central,Product1,87
72,2026-05-25,East,Product1,109
72,2026-05-25,West,Product2,86
72,2026-05-25,Central,Product2,261
72,2026-05-25,East,Product2,174
72,2026-05-25,West,Product3,64
72,2026-05-25,Central,Product3,59
72,2026-05-25,East,Product3,192
72,2026-05-25,West,Product4,117
72,2026-05-25,Central,Product4,31
72,2026-05-25,East,Product4,56
72,2026-05-25,West,Product5,162
72,2026-05-25,Central,Product5,50
72,2026-05-25,East,Product5,191
73,2026-06-01,West,Product1,93
73,2026-06-01,Central,Product1,42
73,2026-06-01,East,Product1,129
73,2026-06-01,West,Product2,172
73,2026-06-01,Central,Product2,203
73,2026-06-01,East,Product2,149
73,2026-06-01,West,Product3,114
73,2026-06-01,Central,Product3,61
73,2026-06-01,East,Product3,55
73,2026-06-01,West,Product4,57
73,2026-06-01,Central,Product4,110
73,2026-06-01,East,Product4,125
73,2026-06-01,West,Product5,207
73,2026-06-01,Central,Product5,116
73,2026-06-01,East,Product5,94
74,2026-06-08,West,Product1,102
74,2026-06-08,Central,Product1,97
74,2026-06-08,East,Product1,88
74,2026-06-08,West,Product2,189
74,2026-06-08,Central,Product2,136
74,2026-06-08,East,Product2,95
74,2026-06-08,West,Product3,206
74,2026-06-08,Central,Product3,83
74,2026-06-08,East,Product3,45
74,2026-06-08,West,Product4,110
74,2026-06-08,Central,Product4,74
74,2026-06-08,East,Product4,122
74,2026-06-08,West,Product5,140
74,2026-06-08,Central,Product5,141
74,2026-06-08,East,Product5,50
75,2026-06-15,West,Product1,73
75,2026-06-15,Central,Product1,117
75,2026-06-15,East,Product1,166
75,2026-06-15,West,Product2,199
75,2026-06-15,Central,Product2,117
75,2026-06-15,East,Product2,94
75,2026-06-15,West,Product3,117
75,2026-06-15,Central,Product3,68
75,2026-06-15,East,Product3,173
75,2026-06-15,West,Product4,92
75,2026-06-15,Central,Product4,82
75,2026-06-15,East,Product4,151
75,2026-06-15,West,Product5,237
75,2026-06-15,Central,Product5,78
75,2026-06-15,East,Product5,94
76,2026-06-22,West,Product1,80
76,2026-06-22,Central,Product1,68
76,2026-06-22,East,Product1,31
76,2026-06-22,West,Product2,252
76,2026-06-22,Central,Product2,94
76,2026-06-22,East,Product2,222
76,2026-06-22,West,Product3,103
76,2026-06-22,Central,Product3,46
76,2026-06-22,East,Product3,104
76,2026-06-22,West,Product4,95
76,2026-06-22,Central,Product4,131
76,2026-06-22,East,Product4,65
76,2026-06-22,West,Product5,173
76,2026-06-22,Central,Product5,201
76,2026-06-22,East,Product5,79
77,2026-06-29,West,Product1,46
77,2026-06-29,Central,Product1,30
77,2026-06-29,East,Product1,73
77,2026-06-29,West,Product2,229
77,2026-06-29,Central,Product2,103
77,2026-06-29,East,Product2,152
77,2026-06-29,West,Product3,106
77,2026-06-29,Central,Product3,123
77,2026-06-29,East,Product3,81
77,2026-06-29,West,Product4,113
77,2026-06-29,Central,Product4,143
77,2026-06-29,East,Product4,56
77,2026-06-29,West,Product5,178
77,2026-06-29,Central,Product5,108
77,2026-06-29,East,Product5,165
78,2026-07-06,West,Product1,119
78,2026-07-06,Central,Product1,91
78,2026-07-06,East,Product1,79
78,2026-07-06,West,Product2,162
78,2026-07-06,Central,Product2,240
78,2026-07-06,East,Product2,82
78,2026-07-06,West,Product3,106
78,2026-07-06,Central,Product3,130
78,2026-07-06,East,Product3,26
78,2026-07-06,West,Product4,151
78,2026-07-06,Central,Product4,109
78,2026-07-06,East,Product4,60
78,2026-07-06,West,Product5,93
78,2026-07-06,Central,Product5,85
78,2026-07-06,East,Product5,198
79,2026-07-13,West,Product1,86
79,2026-07-13,Central,Product1,76
79,2026-07-13,East,Product1,47
79,2026-07-13,West,Product2,226
79,2026-07-13,Central,Product2,131
79,2026-07-13,East,Product2,243
79,2026-07-13,West,Product3,137
79,2026-07-13,Central,Product3,90
79,2026-07-13,East,Product3,138
79,2026-07-13,West,Product4,164
79,2026-07-13,Central,Product4,98
79,2026-07-13,East,Product4,79
79,2026-07-13,West,Product5,127
79,2026-07-13,Central,Product5,111
79,2026-07-13,East,Product5,145
80,2026-07-20,West,Product1,94
80,2026-07-20,Central,Product1,61
80,2026-07-20,East,Product1,78
80,2026-07-20,West,Product2,247
80,2026-07-20,Central,Product2,177
80,2026-07-20,East,Product2,132
80,2026-07-20,West,Product3,57
80,2026-07-20,Central,Product3,80
80,2026-07-20,East,Product3,106
80,2026-07-20,West,Product4,119
80,2026-07-20,Central,Product4,82
80,2026-07-20,East,Product4,85
80,2026-07-20,West,Product5,124
80,2026-07-20,Central,Product5,138
80,2026-07-20,East,Product5,62
81,2026-07-27,West,Product1,59
81,2026-07-27,Central,Product1,68
81,2026-07-27,East,Product1,99
81,2026-07-27,West,Product2,45
81,2026-07-27,Central,Product2,174
81,2026-07-27,East,Product2,152
81,2026-07-27,West,Product3,57
81,2026-07-27,Central,Product3,124
81,2026-07-27,East,Product3,39
81,2026-07-27,West,Product4,36
81,2026-07-27,Central,Product4,120
81,2026-07-27,East,Product4,108
81,2026-07-27,West,Product5,201
81,2026-07-27,Central,Product5,59
81,2026-07-27,East,Product5,106
82,2026-08-03,West,Product1,79
82,2026-08-03,Central,Product1,70
82,2026-08-03,East,Product1,32
82,2026-08-03,West,Product2,206
82,2026-08-03,Central,Product2,123
82,2026-08-03,East,Product2,331
82,2026-08-03,West,Product3,118
82,2026-08-03,Central,Product3,36
82,2026-08-03,East,Product3,137
82,2026-08-03,West,Product4,59
82,2026-08-03,Central,Product4,87
82,2026-08-03,East,Product4,73
82,2026-08-03,West,Product5,142
82,2026-08-03,Central,Product5,52
82,2026-08-03,East,Product5,198
83,2026-08-10,West,Product1,41
83,2026-08-10,Central,Product1,52
83,2026-08-10,East,Product1,144
83,2026-08-10,West,Product2,120
83,2026-08-10,Central,Product2,90
83,2026-08-10,East,Product2,195
83,2026-08-10,West,Product3,91
83,2026-08-10,Central,Product3,64
83,2026-08-10,East,Product3,65
83,2026-08-10,West,Product4,76
83,2026-08-10,Central,Product4,158
83,2026-08-10,East,Product4,39
83,2026-08-10,West,Product5,112
83,2026-08-10,Central,Product5,59
83,2026-08-10,East,Product5,96
84,2026-08-17,West,Product1,57
84,2026-08-17,Central,Product1,79
84,2026-08-17,East,Product1,42
84,2026-08-17,West,Product2,271
84,2026-08-17,Central,Product2,132
84,2026-08-17,East,Product2,192
84,2026-08-17,West,Product3,143
84,2026-08-17,Central,Product3,64
84,2026-08-17,East,Product3,63
84,2026-08-17,West,Product4,162
84,2026-08-17,Central,Product4,80
84,2026-08-17,East,Product4,36
84,2026-08-17,West,Product5,250
84,2026-08-17,Central,Product5,147
84,2026-08-17,East,Product5,62
85,2026-08-24,West,Product1,43
85,2026-08-24,Central,Product1,42
85,2026-08-24,East,Product1,54
85,2026-08-24,West,Product2,205
85,2026-08-24,Central,Product2,127
85,2026-08-24,East,Product2,132
85,2026-08-24,West,Product3,97
85,2026-08-24,Central,Product3,97
85,2026-08-24,East,Product3,75
85,2026-08-24,West,Product4,84
85,2026-08-24,Central,Product4,200
85,2026-08-24,East,Product4,99
85,2026-08-24,West,Product5,125
85,2026-08-24,Central,Product5,138
85,2026-08-24,East,Product5,59
86,2026-08-31,West,Product1,46
86,2026-08-31,Central,Product1,50
86,2026-08-31,East,Product1,134
86,2026-08-31,West,Product2,69
86,2026-08-31,Central,Product2,81
86,2026-08-31,East,Product2,172
86,2026-08-31,West,Product3,81
86,2026-08-31,Central,Product3,26
86,2026-08-31,East,Product3,43
86,2026-08-31,West,Product4,128
86,2026-08-31,Central,Product4,135
86,2026-08-31,East,Product4,53
86,2026-08-31,West,Product5,136
86,2026-08-31,Central,Product5,181
86,2026-08-31,East,Product5,73
87,2026-09-07,West,Product1,116
87,2026-09-07,Central,Product1,64
87,2026-09-07,East,Product1,70
87,2026-09-07,West,Product2,218
87,2026-09-07,Central,Product2,90
87,2026-09-07,East,Product2,169
87,2026-09-07,West,Product3,81
87,2026-09-07,Central,Product3,107
87,2026-09-07,East,Product3,55
87,2026-09-07,West,Product4,45
87,2026-09-07,Central,Product4,101
87,2026-09-07,East,Product4,108
87,2026-09-07,West,Product5,114
87,2026-09-07,Central,Product5,157
87,2026-09-07,East,Product5,68
88,2026-09-14,West,Product1,76
88,2026-09-14,Central,Product1,73
88,2026-09-14,East,Product1,102
88,2026-09-14,West,Product2,178
88,2026-09-14,Central,Product2,178
88,2026-09-14,East,Product2,69
88,2026-09-14,West,Product3,158
88,2026-09-14,Central,Product3,93
88,2026-09-14,East,Product3,37
88,2026-09-14,West,Product4,164
88,2026-09-14,Central,Product4,69
88,2026-09-14,East,Product4,61
88,2026-09-14,West,Product5,97
88,2026-09-14,Central,Product5,72
88,2026-09-14,East,Product5,94
89,2026-09-21,West,Product1,91
89,2026-09-21,Central,Product1,49
89,2026-09-21,East,Product1,99
89,2026-09-21,West,Product2,114
89,2026-09-21,Central,Product2,220
89,2026-09-21,East,Product2,198
89,2026-09-21,West,Product3,78
89,2026-09-21,Central,Product3,82
89,2026-09-21,East,Product3,127
89,2026-09-21,West,Product4,85
89,2026-09-21,Central,Product4,97
89,2026-09-21,East,Product4,49
89,2026-09-21,West,Product5,101
89,2026-09-21,Central,Product5,145
89,2026-09-21,East,Product5,101
90,2026-09-28,West,Product1,125
90,2026-09-28,Central,Product1,40
90,2026-09-28,East,Product1,55
90,2026-09-28,West,Product2,201
90,2026-09-28,Central,Product2,113
90,2026-09-28,East,Product2,108
90,2026-09-28,West,Product3,197
90,2026-09-28,Central,Product3,58
90,2026-09-28,East,Product3,53
90,2026-09-28,West,Product4,94
90,2026-09-28,Central,Product4,52
90,2026-09-28,East,Product4,24
90,2026-09-28,West,Product5,70
90,2026-09-28,Central,Product5,101
90,2026-09-28,East,Product5,126
91,2026-10-05,West,Product1,107
91,2026-10-05,Central,Product1,38
91,2026-10-05,East,Product1,79
91,2026-10-05,West,Product2,161
91,2026-10-05,Central,Product2,126
91,2026-10-05,East,Product2,87
91,2026-10-05,West,Product3,106
91,2026-10-05,Central,Product3,42
91,2026-10-05,East,Product3,53
91,2026-10-05,West,Product4,98
91,2026-10-05,Central,Product4,112
91,2026-10-05,East,Product4,105
91,2026-10-05,West,Product5,60
91,2026-10-05,Central,Product5,159
91,2026-10-05,East,Product5,67
92,2026-10-12,West,Product1,104
92,2026-10-12,Central,Product1,42
92,2026-10-12,East,Product1,76
92,2026-10-12,West,Product2,139
92,2026-10-12,Central,Product2,51
92,2026-10-12,East,Product2,279
92,2026-10-12,West,Product3,63
92,2026-10-12,Central,Product3,102
92,2026-10-12,East,Product3,54
92,2026-10-12,West,Product4,109
92,2026-10-12,Central,Product4,105
92,2026-10-12,East,Product4,91
92,2026-10-12,West,Product5,89
92,2026-10-12,Central,Product5,114
92,2026-10-12,East,Product5,155
93,2026-10-19,West,Product1,107
93,2026-10-19,Central,Product1,29
93,2026-10-19,East,Product1,90
93,2026-10-19,West,Product2,149
93,2026-10-19,Central,Product2,141
93,2026-10-19,East,Product2,119
93,2026-10-19,West,Product3,78
93,2026-10-19,Central,Product3,63
93,2026-10-19,East,Product3,72
93,2026-10-19,West,Product4,118
93,2026-10-19,Central,Product4,40
93,2026-10-19,East,Product4,91
93,2026-10-19,West,Product5,179
93,2026-10-19,Central,Product5,110
93,2026-10-19,East,Product5,60
94,2026-10-26,West,Product1,61
94,2026-10-26,Central,Product1,48
94,2026-10-26,East,Product1,76
94,2026-10-26,West,Product2,127
94,2026-10-26,Central,Product2,141
94,2026-10-26,East,Product2,171
94,2026-10-26,West,Product3,83
94,2026-10-26,Central,Product3,101
94,2026-10-26,East,Product3,57
94,2026-10-26,West,Product4,133
94,2026-10-26,Central,Product4,56
94,2026-10-26,East,Product4,30
94,2026-10-26,West,Product5,176
94,2026-10-26,Central,Product5,58
94,2026-10-26,East,Product5,197
95,2026-11-02,West,Product1,91
95,2026-11-02,Central,Product1,55
95,2026-11-02,East,Product1,57
95,2026-11-02,West,Product2,192
95,2026-11-02,Central,Product2,125
95,2026-11-02,East,Product2,119
95,2026-11-02,West,Product3,59
95,2026-11-02,Central,Product3,48
95,2026-11-02,East,Product3,58
95,2026-11-02,West,Product4,115
95,2026-11-02,Central,Product4,61
95,2026-11-02,East,Product4,79
95,2026-11-02,West,Product5,158
95,2026-11-02,Central,Product5,21
95,2026-11-02,East,Product5,149
96,2026-11-09,West,Product1,72
96,2026-11-09,Central,Product1,68
96,2026-11-09,East,Product1,105
96,2026-11-09,West,Product2,192
96,2026-11-09,Central,Product2,115
96,2026-11-09,East,Product2,83
96,2026-11-09,West,Product3,104
96,2026-11-09,Central,Product3,113
96,2026-11-09,East,Product3,34
96,2026-11-09,West,Product4,72
96,2026-11-09,Central,Product4,94
96,2026-11-09,East,Product4,52
96,2026-11-09,West,Product5,172
96,2026-11-09,Central,Product5,67
96,2026-11-09,East,Product5,133
97,2026-11-16,West,Product1,96
97,2026-11-16,Central,Product1,55
97,2026-11-16,East,Product1,56
97,2026-11-16,West,Product2,175
97,2026-11-16,Central,Product2,144
97,2026-11-16,East,Product2,88
97,2026-11-16,West,Product3,87
97,2026-11-16,Central,Product3,14
97,2026-11-16,East,Product3,130
97,2026-11-16,West,Product4,185
97,2026-11-16,Central,Product4,78
97,2026-11-16,East,Product4,82
97,2026-11-16,West,Product5,137
97,2026-11-16,Central,Product5,115
97,2026-11-16,East,Product5,89
98,2026-11-23,West,Product1,155
98,2026-11-23,Central,Product1,37
98,2026-11-23,East,Product1,75
98,2026-11-23,West,Product2,131
98,2026-11-23,Central,Product2,235
98,2026-11-23,East,Product2,232
98,2026-11-23,West,Product3,107
98,2026-11-23,Central,Product3,50
98,2026-11-23,East,Product3,168
98,2026-11-23,West,Product4,115
98,2026-11-23,Central,Product4,167
98,2026-11-23,East,Product4,65
98,2026-11-23,West,Product5,182
98,2026-11-23,Central,Product5,82
98,2026-11-23,East,Product5,143
99,2026-11-30,West,Product1,81
99,2026-11-30,Central,Product1,49
99,2026-11-30,East,Product1,62
99,2026-11-30,West,Product2,295
99,2026-11-30,Central,Product2,97
99,2026-11-30,East,Product2,59
99,2026-11-30,West,Product3,60
99,2026-11-30,Central,Product3,112
99,2026-11-30,East,Product3,20
99,2026-11-30,West,Product4,139
99,2026-11-30,Central,Product4,63
99,2026-11-30,East,Product4,68
99,2026-11-30,West,Product5,92
99,2026-11-30,Central,Product5,60
99,2026-11-30,East,Product5,33
100,2026-12-07,West,Product1,129
100,2026-12-07,Central,Product1,73
100,2026-12-07,East,Product1,42
100,2026-12-07,West,Product2,248
100,2026-12-07,Central,Product2,197
100,2026-12-07,East,Product2,102
100,2026-12-07,West,Product3,111
100,2026-12-07,Central,Product3,71
100,2026-12-07,East,Product3,170
100,2026-12-07,West,Product4,70
100,2026-12-07,Central,Product4,121
100,2026-12-07,East,Product4,103
100,2026-12-07,West,Product5,184
100,2026-12-07,Central,Product5,30
100,2026-12-07,East,Product5,136
101,2026-12-14,West,Product1,102
101,2026-12-14,Central,Product1,77
101,2026-12-14,East,Product1,88
101,2026-12-14,West,Product2,103
101,2026-12-14,Central,Product2,214
101,2026-12-14,East,Product2,163
101,2026-12-14,West,Product3,97
101,2026-12-14,Central,Product3,93
101,2026-12-14,East,Product3,114
101,2026-12-14,West,Product4,109
101,2026-12-14,Central,Product4,42
101,2026-12-14,East,Product4,142
101,2026-12-14,West,Product5,99
101,2026-12-14,Central,Product5,129
101,2026-12-14,East,Product5,85
102,2026-12-21,West,Product1,33
102,2026-12-21,Central,Product1,88
102,2026-12-21,East,Product1,114
102,2026-12-21,West,Product2,303
102,2026-12-21,Central,Product2,49
102,2026-12-21,East,Product2,150
102,2026-12-21,West,Product3,126
102,2026-12-21,Central,Product3,104
102,2026-12-21,East,Product3,128
102,2026-12-21,West,Product4,119
102,2026-12-21,Central,Product4,168
102,2026-12-21,East,Product4,212
102,2026-12-21,West,Product5,206
102,2026-12-21,Central,Product5,186
102,2026-12-21,East,Product5,77
103,2026-12-28,West,Product1,47
103,2026-12-28,Central,Product1,90
103,2026-12-28,East,Product1,76
103,2026-12-28,West,Product2,275
103,2026-12-28,Central,Product2,163
103,2026-12-28,East,Product2,108
103,2026-12-28,West,Product3,83
103,2026-12-28,Central,Product3,43
103,2026-12-28,East,Product3,109
103,2026-12-28,West,Product4,123
103,2026-12-28,Central,Product4,68
103,2026-12-28,East,Product4,140
103,2026-12-28,West,Product5,190
103,2026-12-28,Central,Product5,174
103,2026-12-28,East,Product5,38
104,2027-01-04,West,Product1,95
104,2027-01-04,Central,Product1,33
104,2027-01-04,East,Product1,52
104,2027-01-04,West,Product2,164
104,2027-01-04,Central,Product2,147
104,2027-01-04,East,Product2,134
104,2027-01-04,West,Product3,194
104,2027-01-04,Central,Product3,16
104,2027-01-04,East,Product3,38
104,2027-01-04,West,Product4,110
104,2027-01-04,Central,Product4,62
104,2027-01-04,East,Product4,117
104,2027-01-04,West,Product5,80
104,2027-01-04,Central,Product5,185
104,2027-01-04,East,Product5,154
105,2027-01-11,West,Product1,109
105,2027-01-11,Central,Product1,61
105,2027-01-11,East,Product1,60
105,2027-01-11,West,Product2,154
105,2027-01-11,Central,Product2,114
105,2027-01-11,East,Product2,177
105,2027-01-11,West,Product3,222
105,2027-01-11,Central,Product3,82
105,2027-01-11,East,Product3,8
105,2027-01-11,West,Product4,64
105,2027-01-11,Central,Product4,42
105,2027-01-11,East,Product4,143
105,2027-01-11,West,Product5,114
105,2027-01-11,Central,Product5,113
105,2027-01-11,East,Product5,261
106,2027-01-18,West,Product1,168
106,2027-01-18,Central,Product1,49
106,2027-01-18,East,Product1,108
106,2027-01-18,West,Product2,247
106,2027-01-18,Central,Product2,183
106,2027-01-18,East,Product2,85
106,2027-01-18,West,Product3,117
106,2027-01-18,Central,Product3,130
106,2027-01-18,East,Product3,32
106,2027-01-18,West,Product4,115
106,2027-01-18,Central,Product4,58
106,2027-01-18,East,Product4,75
106,2027-01-18,West,Product5,150
106,2027-01-18,Central,Product5,119
106,2027-01-18,East,Product5,112
107,2027-01-25,West,Product1,131
107,2027-01-25,Central,Product1,61
107,2027-01-25,East,Product1,144
107,2027-01-25,West,Product2,133
107,2027-01-25,Central,Product2,158
107,2027-01-25,East,Product2,205
107,2027-01-25,West,Product3,154
