week,week_start,location,product,holding_cost,stockout_cost,reward,served_units,unmet_units
26,2025-07-07,DC_W,Product3,56.0,0.0,-56.0,85,0
26,2025-07-07,DC_W,Product4,0.0,120.15,-120.15,254,9
26,2025-07-07,DC_W,Product5,0.0,25928.07,-25928.07,49,1191
26,2025-07-07,DC_C,Product1,16.94,0.0,-16.94,77,0
26,2025-07-07,DC_C,Product2,0.0,1436.85,-1436.85,47,155
26,2025-07-07,DC_C,Product3,37.8,0.0,-37.8,91,0
26,2025-07-07,DC_C,Product4,12.1,0.0,-12.1,63,0
26,2025-07-07,DC_C,Product5,45.73,0.0,-45.73,95,0
26,2025-07-07,DC_E,Product1,0.0,563.0,-563.0,1,50
26,2025-07-07,DC_E,Product2,57.12,0.0,-57.12,133,0
26,2025-07-07,DC_E,Product3,0.0,2515.66,-2515.66,51,151
26,2025-07-07,DC_E,Product4,7.018,0.0,-7.018,51,0
26,2025-07-07,DC_E,Product5,87.156,0.0,-87.156,130,0
27,2025-07-14,DC_W,Product1,21.12,0.0,-21.12,81,0
27,2025-07-14,DC_W,Product2,0.0,28060.29,-28060.29,0,3027
27,2025-07-14,DC_W,Product3,73.36,0.0,-73.36,118,0
27,2025-07-14,DC_W,Product4,0.726,0.0,-0.726,115,0
27,2025-07-14,DC_W,Product5,0.0,19418.84,-19418.84,482,892
27,2025-07-14,DC_C,Product1,14.52,0.0,-14.52,63,0
27,2025-07-14,DC_C,Product2,0.0,2790.27,-2790.27,0,301
27,2025-07-14,DC_C,Product3,18.2,0.0,-18.2,180,0
27,2025-07-14,DC_C,Product4,14.036,0.0,-14.036,52,0
27,2025-07-14,DC_C,Product5,31.204,0.0,-31.204,119,0
27,2025-07-14,DC_E,Product1,0.0,585.52,-585.52,106,52
27,2025-07-14,DC_E,Product2,68.88,0.0,-68.88,126,0
27,2025-07-14,DC_E,Product3,0.0,2598.96,-2598.96,76,156
27,2025-07-14,DC_E,Product4,0.968,0.0,-0.968,76,0
27,2025-07-14,DC_E,Product5,136.652,0.0,-136.652,91,0
28,2025-07-21,DC_W,Product1,8.03,0.0,-8.03,119,0
28,2025-07-21,DC_W,Product2,0.0,30071.88,-30071.88,0,3244
28,2025-07-21,DC_W,Product3,69.44,0.0,-69.44,99,0
28,2025-07-21,DC_W,Product4,0.0,0.0,-0.0,69,0
28,2025-07-21,DC_W,Product5,0.0,18678.66,-18678.66,218,858
28,2025-07-21,DC_C,Product1,21.56,0.0,-21.56,76,0
28,2025-07-21,DC_C,Product2,0.0,2706.84,-2706.84,155,292
28,2025-07-21,DC_C,Product3,5.6,0.0,-5.6,45,0
28,2025-07-21,DC_C,Product4,7.865,0.0,-7.865,158,0
28,2025-07-21,DC_C,Product5,54.876,0.0,-54.876,72,0
28,2025-07-21,DC_E,Product1,0.0,484.18,-484.18,108,43
28,2025-07-21,DC_E,Product2,33.936,0.0,-33.936,237,0
28,2025-07-21,DC_E,Product3,0.0,2798.88,-2798.88,81,168
28,2025-07-21,DC_E,Product4,3.509,0.0,-3.509,55,0
28,2025-07-21,DC_E,Product5,157.096,0.0,-157.096,92,0
29,2025-07-28,DC_W,Product1,3.96,0.0,-3.96,109,0
29,2025-07-28,DC_W,Product2,0.0,24862.14,-24862.14,686,2682
29,2025-07-28,DC_W,Product3,73.92,0.0,-73.92,102,0
29,2025-07-28,DC_W,Product4,0.0,1401.75,-1401.75,0,105
29,2025-07-28,DC_W,Product5,0.0,22814.96,-22814.96,0,1048
29,2025-07-28,DC_C,Product1,24.09,0.0,-24.09,53,0
29,2025-07-28,DC_C,Product2,0.0,2271.15,-2271.15,229,245
29,2025-07-28,DC_C,Product3,0.0,399.84,-399.84,111,24
29,2025-07-28,DC_C,Product4,9.922,0.0,-9.922,46,0
29,2025-07-28,DC_C,Product5,0.0,783.72,-783.72,115,36
29,2025-07-28,DC_E,Product1,1.98,0.0,-1.98,81,0
29,2025-07-28,DC_E,Product2,17.136,0.0,-17.136,176,0
29,2025-07-28,DC_E,Product3,0.0,2182.46,-2182.46,93,131
29,2025-07-28,DC_E,Product4,0.0,520.65,-520.65,29,39
29,2025-07-28,DC_E,Product5,123.202,0.0,-123.202,63,0
30,2025-08-04,DC_W,Product1,0.0,0.0,-0.0,125,0
30,2025-08-04,DC_W,Product2,0.0,25872.57,-25872.57,94,2791
30,2025-08-04,DC_W,Product3,58.52,0.0,-58.52,98,0
30,2025-08-04,DC_W,Product4,20.328,0.0,-20.328,201,0
30,2025-08-04,DC_W,Product5,0.0,21813.54,-21813.54,158,1002
30,2025-08-04,DC_C,Product1,17.05,0.0,-17.05,64,0
30,2025-08-04,DC_C,Product2,0.0,1798.38,-1798.38,182,194
30,2025-08-04,DC_C,Product3,29.4,0.0,-29.4,75,0
30,2025-08-04,DC_C,Product4,28.556,0.0,-28.556,56,0
30,2025-08-04,DC_C,Product5,11.298,0.0,-11.298,180,0
30,2025-08-04,DC_E,Product1,1.87,0.0,-1.87,39,0
30,2025-08-04,DC_E,Product2,45.024,0.0,-45.024,154,0
30,2025-08-04,DC_E,Product3,0.0,3248.7,-3248.7,56,195
30,2025-08-04,DC_E,Product4,0.0,1254.9,-1254.9,68,94
30,2025-08-04,DC_E,Product5,152.792,0.0,-152.792,128,0
31,2025-08-11,DC_W,Product1,1.98,0.0,-1.98,121,0
31,2025-08-11,DC_W,Product2,0.0,27327.96,-27327.96,0,2948
31,2025-08-11,DC_W,Product3,59.08,0.0,-59.08,156,0
31,2025-08-11,DC_W,Product4,1.331,0.0,-1.331,157,0
31,2025-08-11,DC_W,Product5,0.0,24796.03,-24796.03,0,1139
31,2025-08-11,DC_C,Product1,19.8,0.0,-19.8,28,0
31,2025-08-11,DC_C,Product2,0.0,3976.83,-3976.83,0,429
31,2025-08-11,DC_C,Product3,25.2,0.0,-25.2,60,0
31,2025-08-11,DC_C,Product4,23.111,0.0,-23.111,45,0
31,2025-08-11,DC_C,Product5,0.0,1023.19,-1023.19,93,47
31,2025-08-11,DC_E,Product1,0.0,968.36,-968.36,17,86
31,2025-08-11,DC_E,Product2,124.32,0.0,-124.32,94,0
31,2025-08-11,DC_E,Product3,0.0,1899.24,-1899.24,119,114
31,2025-08-11,DC_E,Product4,1.331,0.0,-1.331,112,0
31,2025-08-11,DC_E,Product5,132.348,0.0,-132.348,38,0
32,2025-08-18,DC_W,Product1,18.04,0.0,-18.04,60,0
32,2025-08-18,DC_W,Product2,0.0,26419.5,-26419.5,228,2850
32,2025-08-18,DC_W,Product3,18.48,0.0,-18.48,145,0
32,2025-08-18,DC_W,Product4,12.947,0.0,-12.947,38,0
32,2025-08-18,DC_W,Product5,0.0,27647.9,-27647.9,0,1270
32,2025-08-18,DC_C,Product1,18.81,0.0,-18.81,73,0
32,2025-08-18,DC_C,Product2,0.0,2549.25,-2549.25,324,275
32,2025-08-18,DC_C,Product3,10.36,0.0,-10.36,188,0
32,2025-08-18,DC_C,Product4,16.698,0.0,-16.698,99,0
32,2025-08-18,DC_C,Product5,0.0,3091.34,-3091.34,146,142
32,2025-08-18,DC_E,Product1,0.55,0.0,-0.55,137,0
32,2025-08-18,DC_E,Product2,66.528,0.0,-66.528,172,0
32,2025-08-18,DC_E,Product3,0.0,1982.54,-1982.54,39,119
32,2025-08-18,DC_E,Product4,0.0,373.8,-373.8,29,28
32,2025-08-18,DC_E,Product5,203.364,0.0,-203.364,59,0
33,2025-08-25,DC_W,Product1,26.4,0.0,-26.4,45,0
33,2025-08-25,DC_W,Product2,0.0,27374.31,-27374.31,0,2953
33,2025-08-25,DC_W,Product3,0.0,816.34,-816.34,94,49
33,2025-08-25,DC_W,Product4,0.0,13.35,-13.35,114,1
33,2025-08-25,DC_W,Product5,0.0,10950.31,-10950.31,812,503
33,2025-08-25,DC_C,Product1,13.97,0.0,-13.97,72,0
33,2025-08-25,DC_C,Product2,0.0,3568.95,-3568.95,0,385
33,2025-08-25,DC_C,Product3,0.0,932.96,-932.96,37,56
33,2025-08-25,DC_C,Product4,10.043,0.0,-10.043,111,0
33,2025-08-25,DC_C,Product5,0.0,1654.52,-1654.52,149,76
33,2025-08-25,DC_E,Product1,0.0,315.28,-315.28,56,28
33,2025-08-25,DC_E,Product2,62.16,0.0,-62.16,107,0
33,2025-08-25,DC_E,Product3,0.0,1999.2,-1999.2,44,120
33,2025-08-25,DC_E,Product4,0.0,1548.6,-1548.6,0,116
33,2025-08-25,DC_E,Product5,95.226,0.0,-95.226,239,0
34,2025-09-01,DC_W,Product1,16.17,0.0,-16.17,93,0
34,2025-09-01,DC_W,Product2,0.0,28588.68,-28588.68,0,3084
34,2025-09-01,DC_W,Product3,15.96,0.0,-15.96,184,0
34,2025-09-01,DC_W,Product4,7.502,0.0,-7.502,74,0
34,2025-09-01,DC_W,Product5,0.0,13062.0,-13062.0,6,600
34,2025-09-01,DC_C,Product1,15.4,0.0,-15.4,60,0
34,2025-09-01,DC_C,Product2,0.0,4013.91,-4013.91,94,433
34,2025-09-01,DC_C,Product3,1.96,0.0,-1.96,104,0
34,2025-09-01,DC_C,Product4,11.011,0.0,-11.011,37,0
34,2025-09-01,DC_C,Product5,0.0,1915.76,-1915.76,140,88
34,2025-09-01,DC_E,Product1,0.0,56.3,-56.3,84,5
34,2025-09-01,DC_E,Product2,81.648,0.0,-81.648,88,0
34,2025-09-01,DC_E,Product3,0.0,3831.8,-3831.8,45,230
34,2025-09-01,DC_E,Product4,0.0,1361.7,-1361.7,88,102
34,2025-09-01,DC_E,Product5,95.226,0.0,-95.226,59,0
35,2025-09-08,DC_W,Product1,17.05,0.0,-17.05,97,0
35,2025-09-08,DC_W,Product2,0.0,31026.69,-31026.69,0,3347
35,2025-09-08,DC_W,Product3,75.88,0.0,-75.88,59,0
35,2025-09-08,DC_W,Product4,33.638,0.0,-33.638,87,0
35,2025-09-08,DC_W,Product5,0.0,14542.36,-14542.36,89,668
35,2025-09-08,DC_C,Product1,14.85,0.0,-14.85,77,0
35,2025-09-08,DC_C,Product2,0.0,2428.74,-2428.74,291,262
35,2025-09-08,DC_C,Product3,26.88,0.0,-26.88,99,0
35,2025-09-08,DC_C,Product4,7.744,0.0,-7.744,126,0
35,2025-09-08,DC_C,Product5,5.38,0.0,-5.38,231,0
35,2025-09-08,DC_E,Product1,0.0,112.6,-112.6,61,10
35,2025-09-08,DC_E,Product2,105.84,0.0,-105.84,61,0
35,2025-09-08,DC_E,Product3,0.0,2648.94,-2648.94,155,159
35,2025-09-08,DC_E,Product4,0.0,947.85,-947.85,74,71
35,2025-09-08,DC_E,Product5,170.546,0.0,-170.546,99,0
36,2025-09-15,DC_W,Product1,10.23,0.0,-10.23,62,0
36,2025-09-15,DC_W,Product2,0.0,31341.87,-31341.87,92,3381
36,2025-09-15,DC_W,Product3,71.68,0.0,-71.68,112,0
36,2025-09-15,DC_W,Product4,28.798,0.0,-28.798,40,0
36,2025-09-15,DC_W,Product5,0.0,11407.48,-11407.48,334,524
36,2025-09-15,DC_C,Product1,11.11,0.0,-11.11,93,0
36,2025-09-15,DC_C,Product2,0.0,2308.23,-2308.23,157,249
36,2025-09-15,DC_C,Product3,41.44,0.0,-41.44,89,0
36,2025-09-15,DC_C,Product4,16.335,0.0,-16.335,40,0
36,2025-09-15,DC_C,Product5,13.45,0.0,-13.45,68,0
36,2025-09-15,DC_E,Product1,0.0,247.72,-247.72,66,22
36,2025-09-15,DC_E,Product2,126.336,0.0,-126.336,27,0
36,2025-09-15,DC_E,Product3,0.0,3032.12,-3032.12,84,182
36,2025-09-15,DC_E,Product4,0.0,801.0,-801.0,100,60
36,2025-09-15,DC_E,Product5,144.722,0.0,-144.722,206,0
37,2025-09-22,DC_W,Product1,2.2,0.0,-2.2,73,0
37,2025-09-22,DC_W,Product2,0.0,31360.41,-31360.41,150,3383
37,2025-09-22,DC_W,Product3,35.56,0.0,-35.56,129,0
37,2025-09-22,DC_W,Product4,22.264,0.0,-22.264,127,0
37,2025-09-22,DC_W,Product5,0.0,11015.62,-11015.62,223,506
37,2025-09-22,DC_C,Product1,13.86,0.0,-13.86,42,0
37,2025-09-22,DC_C,Product2,0.0,2438.01,-2438.01,144,263
37,2025-09-22,DC_C,Product3,37.24,0.0,-37.24,57,0
37,2025-09-22,DC_C,Product4,14.036,0.0,-14.036,56,0
37,2025-09-22,DC_C,Product5,35.508,0.0,-35.508,111,0
37,2025-09-22,DC_E,Product1,0.0,1080.96,-1080.96,0,96
37,2025-09-22,DC_E,Product2,134.736,0.0,-134.736,36,0
37,2025-09-22,DC_E,Product3,0.0,4298.28,-4298.28,0,258
37,2025-09-22,DC_E,Product4,0.0,347.1,-347.1,89,26
37,2025-09-22,DC_E,Product5,104.372,0.0,-104.372,75,0
38,2025-09-29,DC_W,Product1,0.0,1069.7,-1069.7,38,95
38,2025-09-29,DC_W,Product2,0.0,32287.41,-32287.41,61,3483
38,2025-09-29,DC_W,Product3,102.48,0.0,-102.48,99,0
38,2025-09-29,DC_W,Product4,25.168,0.0,-25.168,63,0
38,2025-09-29,DC_W,Product5,0.0,12517.75,-12517.75,0,575
38,2025-09-29,DC_C,Product1,19.8,0.0,-19.8,50,0
38,2025-09-29,DC_C,Product2,0.0,2132.1,-2132.1,158,230
38,2025-09-29,DC_C,Product3,0.0,249.9,-249.9,133,15
38,2025-09-29,DC_C,Product4,20.449,0.0,-20.449,73,0
38,2025-09-29,DC_C,Product5,0.0,239.47,-239.47,132,11
38,2025-09-29,DC_E,Product1,0.0,743.16,-743.16,74,66
38,2025-09-29,DC_E,Product2,129.696,0.0,-129.696,42,0
38,2025-09-29,DC_E,Product3,0.0,4314.94,-4314.94,76,259
38,2025-09-29,DC_E,Product4,0.0,894.45,-894.45,55,67
38,2025-09-29,DC_E,Product5,115.132,0.0,-115.132,186,0
39,2025-10-06,DC_W,Product1,1.32,0.0,-1.32,174,0
39,2025-10-06,DC_W,Product2,0.0,32871.42,-32871.42,0,3546
39,2025-10-06,DC_W,Product3,71.4,0.0,-71.4,111,0
39,2025-10-06,DC_W,Product4,23.232,0.0,-23.232,56,0
39,2025-10-06,DC_W,Product5,0.0,14302.89,-14302.89,0,657
39,2025-10-06,DC_C,Product1,11.66,0.0,-11.66,116,0
39,2025-10-06,DC_C,Product2,0.0,1854.0,-1854.0,125,200
39,2025-10-06,DC_C,Product3,22.12,0.0,-22.12,67,0
39,2025-10-06,DC_C,Product4,14.52,0.0,-14.52,89,0
39,2025-10-06,DC_C,Product5,0.0,3309.04,-3309.04,24,152
39,2025-10-06,DC_E,Product1,0.0,934.58,-934.58,44,83
39,2025-10-06,DC_E,Product2,91.728,0.0,-91.728,149,0
39,2025-10-06,DC_E,Product3,0.0,4781.42,-4781.42,77,287
39,2025-10-06,DC_E,Product4,0.0,881.1,-881.1,96,66
39,2025-10-06,DC_E,Product5,125.354,0.0,-125.354,56,0
40,2025-10-13,DC_W,Product1,2.53,0.0,-2.53,68,0
40,2025-10-13,DC_W,Product2,0.0,34604.91,-34604.91,0,3733
40,2025-10-13,DC_W,Product3,65.24,0.0,-65.24,121,0
40,2025-10-13,DC_W,Product4,19.239,0.0,-19.239,80,0
40,2025-10-13,DC_W,Product5,0.0,7510.65,-7510.65,540,345
40,2025-10-13,DC_C,Product1,10.78,0.0,-10.78,58,0
40,2025-10-13,DC_C,Product2,0.0,3114.72,-3114.72,95,336
40,2025-10-13,DC_C,Product3,14.0,0.0,-14.0,86,0
40,2025-10-13,DC_C,Product4,23.232,0.0,-23.232,57,0
40,2025-10-13,DC_C,Product5,16.678,0.0,-16.678,201,0
40,2025-10-13,DC_E,Product1,0.0,1272.38,-1272.38,61,113
40,2025-10-13,DC_E,Product2,96.096,0.0,-96.096,29,0
40,2025-10-13,DC_E,Product3,0.0,3815.14,-3815.14,105,229
40,2025-10-13,DC_E,Product4,0.0,747.6,-747.6,95,56
40,2025-10-13,DC_E,Product5,171.084,0.0,-171.084,101,0
41,2025-10-20,DC_W,Product1,17.93,0.0,-17.93,114,0
41,2025-10-20,DC_W,Product2,0.0,34456.59,-34456.59,166,3717
41,2025-10-20,DC_W,Product3,81.2,0.0,-81.2,54,0
41,2025-10-20,DC_W,Product4,25.531,0.0,-25.531,91,0
41,2025-10-20,DC_W,Product5,0.0,8947.47,-8947.47,84,411
41,2025-10-20,DC_C,Product1,0.0,168.9,-168.9,98,15
41,2025-10-20,DC_C,Product2,0.0,4616.46,-4616.46,0,498
41,2025-10-20,DC_C,Product3,8.68,0.0,-8.68,167,0
41,2025-10-20,DC_C,Product4,11.132,0.0,-11.132,100,0
41,2025-10-20,DC_C,Product5,10.222,0.0,-10.222,155,0
41,2025-10-20,DC_E,Product1,0.0,619.3,-619.3,91,55
41,2025-10-20,DC_E,Product2,104.16,0.0,-104.16,125,0
41,2025-10-20,DC_E,Product3,0.0,4314.94,-4314.94,47,259
41,2025-10-20,DC_E,Product4,0.0,1294.95,-1294.95,0,97
41,2025-10-20,DC_E,Product5,169.47,0.0,-169.47,59,0
42,2025-10-27,DC_W,Product1,17.6,0.0,-17.6,71,0
42,2025-10-27,DC_W,Product2,0.0,33687.18,-33687.18,123,3634
42,2025-10-27,DC_W,Product3,86.52,0.0,-86.52,102,0
42,2025-10-27,DC_W,Product4,27.467,0.0,-27.467,120,0
42,2025-10-27,DC_W,Product5,0.0,8512.07,-8512.07,198,391
42,2025-10-27,DC_C,Product1,0.0,33.78,-33.78,58,3
42,2025-10-27,DC_C,Product2,0.0,4699.89,-4699.89,241,507
42,2025-10-27,DC_C,Product3,7.0,0.0,-7.0,58,0
42,2025-10-27,DC_C,Product4,12.342,0.0,-12.342,79,0
42,2025-10-27,DC_C,Product5,97.378,0.0,-97.378,52,0
42,2025-10-27,DC_E,Product1,0.0,1171.04,-1171.04,33,104
42,2025-10-27,DC_E,Product2,87.024,0.0,-87.024,80,0
42,2025-10-27,DC_E,Product3,0.0,4115.02,-4115.02,77,247
42,2025-10-27,DC_E,Product4,0.0,146.85,-146.85,126,11
42,2025-10-27,DC_E,Product5,173.236,0.0,-173.236,94,0
43,2025-11-03,DC_W,Product1,18.26,0.0,-18.26,108,0
43,2025-11-03,DC_W,Product2,0.0,35643.15,-35643.15,0,3845
43,2025-11-03,DC_W,Product3,47.88,0.0,-47.88,138,0
43,2025-11-03,DC_W,Product4,15.246,0.0,-15.246,101,0
43,2025-11-03,DC_W,Product5,0.0,283.01,-283.01,511,13
43,2025-11-03,DC_C,Product1,16.61,0.0,-16.61,78,0
43,2025-11-03,DC_C,Product2,0.0,3893.4,-3893.4,250,420
43,2025-11-03,DC_C,Product3,12.32,0.0,-12.32,67,0
43,2025-11-03,DC_C,Product4,7.381,0.0,-7.381,98,0
43,2025-11-03,DC_C,Product5,47.344,0.0,-47.344,93,0
43,2025-11-03,DC_E,Product1,0.0,1216.08,-1216.08,82,108
43,2025-11-03,DC_E,Product2,66.528,0.0,-66.528,61,0
43,2025-11-03,DC_E,Product3,0.0,3981.74,-3981.74,65,239
43,2025-11-03,DC_E,Product4,0.0,961.2,-961.2,0,72
43,2025-11-03,DC_E,Product5,165.166,0.0,-165.166,74,0
44,2025-11-10,DC_W,Product1,10.67,0.0,-10.67,140,0
44,2025-11-10,DC_W,Product2,0.0,36690.66,-36690.66,0,3958
44,2025-11-10,DC_W,Product3,20.44,0.0,-20.44,154,0
44,2025-11-10,DC_W,Product4,14.157,0.0,-14.157,100,0
44,2025-11-10,DC_W,Product5,112.98,0.0,-112.98,59,0
44,2025-11-10,DC_C,Product1,13.75,0.0,-13.75,72,0
44,2025-11-10,DC_C,Product2,0.0,3921.21,-3921.21,163,423
44,2025-11-10,DC_C,Product3,10.36,0.0,-10.36,79,0
44,2025-11-10,DC_C,Product4,6.05,0.0,-6.05,111,0
44,2025-11-10,DC_C,Product5,39.812,0.0,-39.812,169,0
44,2025-11-10,DC_E,Product1,0.0,2026.8,-2026.8,0,180
44,2025-11-10,DC_E,Product2,74.928,0.0,-74.928,116,0
44,2025-11-10,DC_E,Product3,0.0,3898.44,-3898.44,57,234
44,2025-11-10,DC_E,Product4,0.0,867.75,-867.75,61,65
44,2025-11-10,DC_E,Product5,146.874,0.0,-146.874,128,0
45,2025-11-17,DC_W,Product1,18.37,0.0,-18.37,38,0
45,2025-11-17,DC_W,Product2,0.0,37979.19,-37979.19,0,4097
45,2025-11-17,DC_W,Product3,0.0,449.82,-449.82,73,27
45,2025-11-17,DC_W,Product4,12.705,0.0,-12.705,132,0
45,2025-11-17,DC_W,Product5,127.506,0.0,-127.506,151,0
45,2025-11-17,DC_C,Product1,12.43,0.0,-12.43,87,0
45,2025-11-17,DC_C,Product2,0.0,5571.27,-5571.27,46,601
45,2025-11-17,DC_C,Product3,21.0,0.0,-21.0,115,0
45,2025-11-17,DC_C,Product4,8.591,0.0,-8.591,58,0
45,2025-11-17,DC_C,Product5,30.128,0.0,-30.128,70,0
45,2025-11-17,DC_E,Product1,0.0,1745.3,-1745.3,158,155
45,2025-11-17,DC_E,Product2,27.552,0.0,-27.552,141,0
45,2025-11-17,DC_E,Product3,0.0,5647.74,-5647.74,0,339
45,2025-11-17,DC_E,Product4,0.0,1642.05,-1642.05,54,123
45,2025-11-17,DC_E,Product5,117.284,0.0,-117.284,129,0
46,2025-11-24,DC_W,Product1,25.3,0.0,-25.3,77,0
46,2025-11-24,DC_W,Product2,0.0,39851.73,-39851.73,0,4299
46,2025-11-24,DC_W,Product3,47.88,0.0,-47.88,89,0
46,2025-11-24,DC_W,Product4,0.0,360.45,-360.45,109,27
46,2025-11-24,DC_W,Product5,152.254,0.0,-152.254,87,0
46,2025-11-24,DC_C,Product1,14.19,0.0,-14.19,56,0
46,2025-11-24,DC_C,Product2,0.0,6470.46,-6470.46,54,698
46,2025-11-24,DC_C,Product3,7.28,0.0,-7.28,49,0
46,2025-11-24,DC_C,Product4,8.228,0.0,-8.228,101,0
46,2025-11-24,DC_C,Product5,12.912,0.0,-12.912,125,0
46,2025-11-24,DC_E,Product1,0.0,923.32,-923.32,133,82
46,2025-11-24,DC_E,Product2,10.08,0.0,-10.08,168,0
46,2025-11-24,DC_E,Product3,0.0,5031.32,-5031.32,105,302
46,2025-11-24,DC_E,Product4,0.0,1161.45,-1161.45,112,87
46,2025-11-24,DC_E,Product5,114.056,0.0,-114.056,80,0
47,2025-12-01,DC_W,Product1,23.1,0.0,-23.1,58,0
47,2025-12-01,DC_W,Product2,0.0,41946.75,-41946.75,0,4525
47,2025-12-01,DC_W,Product3,58.24,0.0,-58.24,95,0
47,2025-12-01,DC_W,Product4,4.114,0.0,-4.114,163,0
47,2025-12-01,DC_W,Product5,62.408,0.0,-62.408,167,0
47,2025-12-01,DC_C,Product1,15.84,0.0,-15.84,72,0
47,2025-12-01,DC_C,Product2,0.0,4199.31,-4199.31,304,453
47,2025-12-01,DC_C,Product3,9.52,0.0,-9.52,71,0
47,2025-12-01,DC_C,Product4,13.552,0.0,-13.552,67,0
47,2025-12-01,DC_C,Product5,0.0,783.72,-783.72,24,36
47,2025-12-01,DC_E,Product1,0.0,990.88,-990.88,60,88
47,2025-12-01,DC_E,Product2,17.136,0.0,-17.136,120,0
47,2025-12-01,DC_E,Product3,0.0,4781.42,-4781.42,68,287
47,2025-12-01,DC_E,Product4,0.0,1975.8,-1975.8,76,148
47,2025-12-01,DC_E,Product5,122.664,0.0,-122.664,167,0
48,2025-12-08,DC_W,Product1,17.93,0.0,-17.93,124,0
48,2025-12-08,DC_W,Product2,0.0,40899.24,-40899.24,375,4412
48,2025-12-08,DC_W,Product3,83.44,0.0,-83.44,49,0
48,2025-12-08,DC_W,Product4,0.0,293.7,-293.7,116,22
48,2025-12-08,DC_W,Product5,17.754,0.0,-17.754,83,0
48,2025-12-08,DC_C,Product1,17.71,0.0,-17.71,39,0
48,2025-12-08,DC_C,Product2,0.0,4115.88,-4115.88,196,444
48,2025-12-08,DC_C,Product3,1.12,0.0,-1.12,114,0
48,2025-12-08,DC_C,Product4,9.922,0.0,-9.922,88,0
48,2025-12-08,DC_C,Product5,48.958,0.0,-48.958,133,0
48,2025-12-08,DC_E,Product1,0.0,1655.22,-1655.22,66,147
48,2025-12-08,DC_E,Product2,105.84,0.0,-105.84,149,0
48,2025-12-08,DC_E,Product3,0.0,6364.12,-6364.12,53,382
48,2025-12-08,DC_E,Product4,0.0,1014.6,-1014.6,137,76
48,2025-12-08,DC_E,Product5,101.144,0.0,-101.144,120,0
49,2025-12-15,DC_W,Product1,15.62,0.0,-15.62,79,0
49,2025-12-15,DC_W,Product2,0.0,42493.68,-42493.68,0,4584
49,2025-12-15,DC_W,Product3,87.36,0.0,-87.36,104,0
49,2025-12-15,DC_W,Product4,2.541,0.0,-2.541,165,0
49,2025-12-15,DC_W,Product5,24.748,0.0,-24.748,130,0
49,2025-12-15,DC_C,Product1,16.72,0.0,-16.72,81,0
49,2025-12-15,DC_C,Product2,0.0,4857.48,-4857.48,187,524
49,2025-12-15,DC_C,Product3,0.0,1132.88,-1132.88,4,68
49,2025-12-15,DC_C,Product4,12.947,0.0,-12.947,76,0
49,2025-12-15,DC_C,Product5,12.912,0.0,-12.912,67,0
49,2025-12-15,DC_E,Product1,0.0,968.36,-968.36,125,86
49,2025-12-15,DC_E,Product2,63.168,0.0,-63.168,127,0
49,2025-12-15,DC_E,Product3,0.0,5597.76,-5597.76,148,336
49,2025-12-15,DC_E,Product4,0.0,1401.75,-1401.75,65,105
49,2025-12-15,DC_E,Product5,122.664,0.0,-122.664,127,0
50,2025-12-22,DC_W,Product1,26.4,0.0,-26.4,26,0
50,2025-12-22,DC_W,Product2,0.0,43976.88,-43976.88,0,4744
50,2025-12-22,DC_W,Product3,61.88,0.0,-61.88,140,0
50,2025-12-22,DC_W,Product4,12.342,0.0,-12.342,55,0
50,2025-12-22,DC_W,Product5,95.764,0.0,-95.764,82,0
50,2025-12-22,DC_C,Product1,2.42,0.0,-2.42,169,0
50,2025-12-22,DC_C,Product2,0.0,4950.18,-4950.18,113,534
50,2025-12-22,DC_C,Product3,5.88,0.0,-5.88,130,0
50,2025-12-22,DC_C,Product4,10.527,0.0,-10.527,87,0
50,2025-12-22,DC_C,Product5,0.0,108.85,-108.85,181,5
50,2025-12-22,DC_E,Product1,0.0,2206.96,-2206.96,0,196
50,2025-12-22,DC_E,Product2,67.2,0.0,-67.2,137,0
50,2025-12-22,DC_E,Product3,0.0,4748.1,-4748.1,102,285
50,2025-12-22,DC_E,Product4,0.0,854.4,-854.4,94,64
50,2025-12-22,DC_E,Product5,191.528,0.0,-191.528,119,0
51,2025-12-29,DC_W,Product1,30.58,0.0,-30.58,67,0
51,2025-12-29,DC_W,Product2,0.0,45738.18,-45738.18,0,4934
51,2025-12-29,DC_W,Product3,94.36,0.0,-94.36,128,0
51,2025-12-29,DC_W,Product4,20.207,0.0,-20.207,73,0
51,2025-12-29,DC_W,Product5,163.552,0.0,-163.552,181,0
51,2025-12-29,DC_C,Product1,0.0,258.98,-258.98,103,23
51,2025-12-29,DC_C,Product2,0.0,5367.33,-5367.33,78,579
51,2025-12-29,DC_C,Product3,14.28,0.0,-14.28,37,0
51,2025-12-29,DC_C,Product4,14.036,0.0,-14.036,59,0
51,2025-12-29,DC_C,Product5,0.0,761.95,-761.95,207,35
51,2025-12-29,DC_E,Product1,0.0,1655.22,-1655.22,110,147
51,2025-12-29,DC_E,Product2,64.848,0.0,-64.848,134,0
51,2025-12-29,DC_E,Product3,0.0,5447.82,-5447.82,51,327
51,2025-12-29,DC_E,Product4,0.0,3711.3,-3711.3,53,278
51,2025-12-29,DC_E,Product5,141.494,0.0,-141.494,93,0
52,2026-01-05,DC_W,Product1,16.28,0.0,-16.28,130,0
52,2026-01-05,DC_W,Product2,0.0,45200.52,-45200.52,244,4876
52,2026-01-05,DC_W,Product3,75.32,0.0,-75.32,68,0
